property_id,city,locality,property_type,area_sqft,bedrooms,bathrooms,balconies,floor,total_floors,age_years,facing,furnishing_status,parking_spaces,amenities_score,amenities_list,near_metro,near_school,near_hospital,price_per_sqft,total_price_inr,total_price_lakhs,listed_date,transaction_type,possession_status
PROP00107,Mumbai,Malad,Apartment,885.0,3,4,0,25,31,25,South,Unfurnished,1,0.3,Security|Power Backup|Children Play Area,0,0,0,16422.17,14533623,145.34,2024-10-21,Sale,Under Construction
PROP00108,Pune,Kothrud,Apartment,1047.0,4,4,0,7,10,11,North,Unfurnished,1,0.5,Children Play Area|Lift|Garden|Power Backup|Gym,0,0,1,7436.66,7786180,77.86,2022-08-24,Sale,Under Construction
PROP00109,Bangalore,Yelahanka,Independent House,1581.0,3,4,1,33,36,17,West,Unfurnished,0,0.8,Lift|Power Backup|Parking|Garden|Swimming Pool|Jogging Track|Children Play Area|Security,1,0,0,10264.69,16228472,162.28,2023-03-16,Sale,Under Construction
PROP00110,Mumbai,Powai,Villa,2787.0,3,4,1,23,29,6,South,Unfurnished,1,0.9,Children Play Area|Garden|Parking|Security|Power Backup|Lift|Gym|Swimming Pool|Clubhouse,1,0,1,32060.7,89353165,893.53,2023-10-04,Sale,Ready to Move
PROP00111,Hyderabad,Madhapur,Apartment,1433.0,4,3,3,26,36,4,North-East,Unfurnished,0,0.4,Lift|Children Play Area|Clubhouse|Security,0,0,1,8701.28,12468936,124.69,2024-07-12,Sale,Under Construction
PROP00112,Pune,Kothrud,Apartment,1385.0,2,2,2,32,40,13,North-West,Semi-Furnished,0,0.9,Lift|Clubhouse|Swimming Pool|Security|Gym|Jogging Track|Children Play Area|Garden|Parking,0,1,0,8460.56,11717869,117.18,2024-10-11,Sale,New Launch
PROP00113,Hyderabad,Financial District,Independent House,2048.0,4,4,0,28,37,6,South,Unfurnished,0,0.5,Security|Gym|Lift|Clubhouse|Parking,0,1,1,7321.94,14995333,149.95,2023-12-20,Resale,Ready to Move
PROP00114,Bangalore,HSR Layout,Independent House,1791.0,3,2,2,34,39,19,North-East,Unfurnished,1,0.6,Security|Jogging Track|Swimming Pool|Lift|Power Backup|Gym,1,1,1,9170.55,16424458,164.24,2023-10-22,Sale,New Launch
PROP00115,Bangalore,Indiranagar,Villa,2732.0,6,6,3,24,32,2,North-West,Fully Furnished,2,0.3,Parking|Children Play Area|Security,0,0,0,22720.32,62071903,620.72,2023-11-02,Sale,New Launch
PROP00116,Hyderabad,Tellapur,Villa,3048.0,5,6,2,4,13,12,West,Fully Furnished,1,0.5,Lift|Security|Garden|Parking|Clubhouse,1,0,0,12488.58,38065177,380.65,2022-04-10,Sale,Ready to Move
PROP00117,Bangalore,Marathahalli,Apartment,957.0,4,3,3,29,30,13,West,Fully Furnished,2,0.4,Security|Clubhouse|Jogging Track|Gym,0,0,1,10329.94,9885748,98.86,2022-12-05,Sale,Under Construction
PROP00118,Bangalore,Bannerghatta Road,Villa,4114.0,4,3,3,5,7,0,West,Semi-Furnished,0,0.4,Jogging Track|Power Backup|Lift|Gym,0,1,0,14826.39,60995773,609.96,2024-09-05,Sale,Ready to Move
PROP00119,Bangalore,Bannerghatta Road,Independent House,1692.0,2,1,1,23,28,4,South,Fully Furnished,2,0.4,Clubhouse|Swimming Pool|Gym|Security,1,0,0,13264.61,22443712,224.44,2022-11-07,Resale,New Launch
PROP00120,Mumbai,Thane,Apartment,1213.0,4,3,1,7,17,23,South,Unfurnished,2,0.8,Garden|Clubhouse|Power Backup|Children Play Area|Jogging Track|Gym|Swimming Pool|Parking,0,1,0,12572.31,15250207,152.5,2024-11-09,Sale,New Launch
PROP00121,Bangalore,Yelahanka,Apartment,1769.0,2,1,1,24,26,7,South,Semi-Furnished,1,0.3,Children Play Area|Gym|Garden,1,0,0,10997.02,19453726,194.54,2022-12-20,Resale,Ready to Move
PROP00122,Hyderabad,Banjara Hills,Apartment,748.0,3,2,0,3,10,16,North,Semi-Furnished,0,1.0,Parking|Jogging Track|Children Play Area|Gym|Garden|Security|Swimming Pool|Power Backup|Lift|Clubhouse,1,1,0,9608.41,7187092,71.87,2024-03-11,Sale,Under Construction
PROP00123,Mumbai,Thane,Apartment,1370.0,3,2,3,7,15,19,North-East,Unfurnished,0,0.4,Swimming Pool|Gym|Clubhouse|Garden,1,0,0,18037.31,24711116,247.11,2023-06-15,Sale,Under Construction
PROP00124,Hyderabad,Miyapur,Independent House,1794.0,2,1,0,21,28,8,North-East,Unfurnished,0,0.3,Lift|Jogging Track|Garden,0,1,0,7451.18,13367414,133.67,2022-07-30,Sale,Ready to Move
PROP00125,Mumbai,Andheri,Apartment,368.0,4,3,1,2,10,11,South,Fully Furnished,1,0.4,Gym|Children Play Area|Parking|Swimming Pool,1,0,0,18339.55,6748953,67.49,2022-06-09,Resale,Ready to Move
PROP00126,Bangalore,Whitefield,Apartment,811.0,2,3,0,25,27,14,North,Fully Furnished,1,0.6,Garden|Swimming Pool|Lift|Gym|Clubhouse|Children Play Area,0,1,0,13380.48,10851568,108.52,2024-01-25,Resale,Ready to Move
PROP00127,Mumbai,Kurla,Independent House,2076.0,2,1,0,0,7,0,West,Semi-Furnished,2,0.2,Garden|Gym,0,0,1,19116.22,39685272,396.85,2023-05-03,Resale,Under Construction
PROP00128,Pune,Baner,Independent House,1910.0,2,1,0,14,23,13,North-West,Fully Furnished,0,0.9,Swimming Pool|Jogging Track|Clubhouse|Garden|Power Backup|Gym|Security|Children Play Area|Parking,0,0,0,8565.88,16360835,163.61,2024-03-15,Resale,Under Construction
PROP00129,Bangalore,HSR Layout,Apartment,1296.0,1,1,0,6,9,3,West,Semi-Furnished,1,0.7,Parking|Swimming Pool|Garden|Jogging Track|Children Play Area|Power Backup|Clubhouse,0,1,1,9898.77,12828803,128.29,2023-09-16,Sale,Ready to Move
PROP00130,Delhi NCR,Greater Noida,Apartment,593.0,3,4,1,22,29,16,East,Semi-Furnished,2,0.6,Clubhouse|Gym|Parking|Lift|Power Backup|Security,1,1,0,9483.4,5623656,56.24,2022-10-14,Sale,Ready to Move
PROP00131,Hyderabad,Manikonda,Apartment,868.0,1,1,1,5,15,18,North,Fully Furnished,2,0.3,Gym|Swimming Pool|Power Backup,0,1,1,8378.43,7272479,72.72,2023-11-11,Sale,Ready to Move
PROP00132,Pune,Hinjewadi,Apartment,1209.0,2,3,1,25,33,0,South,Semi-Furnished,1,0.4,Garden|Power Backup|Clubhouse|Lift,0,1,1,9757.99,11797411,117.97,2023-05-19,Resale,Under Construction
PROP00133,Bangalore,JP Nagar,Apartment,994.0,2,1,1,24,27,13,West,Semi-Furnished,2,1.0,Power Backup|Children Play Area|Gym|Jogging Track|Garden|Clubhouse|Parking|Security|Swimming Pool|Lift,0,0,0,8654.49,8602568,86.03,2023-10-16,Sale,Ready to Move
PROP00134,Delhi NCR,Faridabad,Apartment,1213.0,3,3,2,14,17,3,West,Semi-Furnished,0,0.6,Children Play Area|Gym|Power Backup|Security|Lift|Clubhouse,1,1,0,12976.44,15740423,157.4,2024-01-05,Sale,New Launch
PROP00135,Mumbai,Chembur,Villa,3545.0,4,5,1,31,40,9,West,Semi-Furnished,0,0.3,Gym|Power Backup|Children Play Area,0,1,0,28135.67,99740947,997.41,2023-02-17,Sale,Under Construction
PROP00136,Mumbai,Malad,Apartment,1342.0,2,1,2,9,11,16,North,Fully Furnished,2,0.7,Parking|Swimming Pool|Garden|Clubhouse|Jogging Track|Children Play Area|Security,0,0,0,15939.26,21390487,213.9,2024-01-01,Sale,New Launch
PROP00137,Bangalore,Indiranagar,Apartment,1124.0,4,5,2,8,11,23,East,Fully Furnished,2,0.8,Jogging Track|Gym|Clubhouse|Security|Lift|Parking|Swimming Pool|Garden,1,0,1,13267.28,14912417,149.12,2023-11-10,Sale,Ready to Move
PROP00138,Hyderabad,Secunderabad,Apartment,1134.0,4,3,2,28,29,8,West,Unfurnished,2,0.3,Garden|Security|Swimming Pool,1,1,0,7750.35,8788892,87.89,2024-05-09,Sale,Under Construction
PROP00139,Bangalore,Hebbal,Apartment,1897.0,3,3,0,30,40,20,North-West,Unfurnished,0,0.9,Swimming Pool|Gym|Security|Children Play Area|Clubhouse|Garden|Parking|Power Backup|Jogging Track,0,1,1,9261.66,17569361,175.69,2022-07-10,Resale,New Launch
PROP00140,Pune,Kothrud,Independent House,2769.0,3,3,1,27,30,1,East,Unfurnished,1,0.5,Parking|Children Play Area|Security|Garden|Clubhouse,1,1,1,9575.2,26513742,265.14,2024-10-02,Sale,Ready to Move
PROP00141,Bangalore,Hebbal,Apartment,1061.0,3,4,3,12,14,0,West,Unfurnished,1,0.6,Swimming Pool|Lift|Jogging Track|Clubhouse|Power Backup|Garden,0,1,0,9719.75,10312651,103.13,2024-02-21,Resale,Ready to Move
PROP00142,Bangalore,Electronic City,Apartment,806.0,2,2,0,17,27,1,West,Fully Furnished,2,0.3,Swimming Pool|Garden|Parking,1,1,0,11395.37,9184669,91.85,2024-05-07,Resale,New Launch
PROP00143,Delhi NCR,Vasant Kunj,Apartment,1461.0,1,1,0,32,42,16,North-East,Semi-Furnished,0,0.4,Swimming Pool|Lift|Clubhouse|Jogging Track,1,1,1,10957.67,16009160,160.09,2024-06-10,Sale,New Launch
PROP00144,Hyderabad,Miyapur,Apartment,1220.0,2,3,0,5,12,17,South,Semi-Furnished,2,0.6,Children Play Area|Lift|Gym|Parking|Garden|Security,0,1,0,6838.4,8342850,83.43,2022-07-25,Sale,New Launch
PROP00145,Mumbai,Navi Mumbai,Independent House,2057.0,2,2,1,16,23,20,South,Semi-Furnished,1,0.9,Gym|Clubhouse|Security|Power Backup|Swimming Pool|Lift|Parking|Jogging Track|Garden,1,1,0,21664.88,44564663,445.65,2024-02-02,Sale,Under Construction
PROP00146,Delhi NCR,Faridabad,Apartment,638.0,4,4,0,14,17,9,North-West,Semi-Furnished,2,0.7,Security|Parking|Swimming Pool|Lift|Power Backup|Children Play Area|Garden,0,0,1,14524.84,9266849,92.67,2022-11-22,Sale,Under Construction
PROP00147,Mumbai,Goregaon,Apartment,1074.0,3,4,0,11,15,6,East,Unfurnished,2,0.9,Gym|Garden|Power Backup|Clubhouse|Parking|Lift|Security|Children Play Area|Jogging Track,1,1,0,21759.36,23369558,233.7,2024-07-02,Sale,Under Construction
PROP00148,Bangalore,Sarjapur Road,Apartment,500.0,4,4,0,18,19,12,East,Unfurnished,1,0.5,Power Backup|Jogging Track|Children Play Area|Clubhouse|Garden,1,1,0,11135.44,5567722,55.68,2022-12-21,Sale,Ready to Move
PROP00149,Hyderabad,Uppal,Independent House,1924.0,3,4,2,27,34,11,South,Unfurnished,1,0.9,Security|Children Play Area|Parking|Jogging Track|Gym|Garden|Clubhouse|Power Backup|Swimming Pool,1,0,1,9397.61,18080995,180.81,2023-07-21,Resale,Under Construction
PROP00150,Hyderabad,Uppal,Apartment,542.0,1,2,0,3,13,12,North-West,Unfurnished,1,0.4,Gym|Lift|Security|Clubhouse,0,0,1,6774.67,3671872,36.72,2023-01-24,Resale,New Launch
PROP00151,Mumbai,Kurla,Villa,3382.0,6,6,2,32,37,5,North-West,Fully Furnished,2,0.4,Security|Swimming Pool|Lift|Children Play Area,0,1,0,32639.7,110387460,1103.87,2023-04-01,Resale,Ready to Move
PROP00152,Mumbai,Navi Mumbai,Apartment,1102.0,3,3,2,16,26,9,South,Fully Furnished,1,0.9,Gym|Swimming Pool|Lift|Children Play Area|Security|Jogging Track|Power Backup|Clubhouse|Parking,1,1,1,23179.27,25543552,255.44,2023-12-03,Resale,New Launch
PROP00153,Delhi NCR,Vasant Kunj,Apartment,990.0,2,3,0,5,13,10,North-West,Fully Furnished,1,0.7,Gym|Jogging Track|Lift|Clubhouse|Swimming Pool|Garden|Security,1,1,0,11464.58,11349935,113.5,2024-04-06,Resale,Under Construction
PROP00154,Bangalore,Whitefield,Apartment,1142.0,2,3,1,0,6,24,North-East,Unfurnished,2,0.2,Power Backup|Jogging Track,0,0,1,9053.79,10339425,103.39,2022-07-30,Resale,New Launch
PROP00155,Bangalore,Indiranagar,Apartment,1471.0,2,1,1,18,26,23,North-East,Semi-Furnished,1,0.7,Parking|Clubhouse|Garden|Power Backup|Children Play Area|Swimming Pool|Security,1,1,1,14169.88,20843889,208.44,2022-09-26,Sale,New Launch
PROP00156,Hyderabad,Kokapet,Apartment,1216.0,3,3,0,24,29,24,North-East,Semi-Furnished,0,0.2,Swimming Pool|Gym,1,0,0,6772.02,8234770,82.35,2023-06-02,Resale,New Launch
PROP00157,Hyderabad,Gachibowli,Apartment,1140.0,4,5,0,33,38,19,North-East,Semi-Furnished,2,0.8,Swimming Pool|Children Play Area|Jogging Track|Clubhouse|Gym|Garden|Power Backup|Security,1,0,1,12649.5,14420433,144.2,2024-01-04,Resale,Under Construction
PROP00158,Hyderabad,Financial District,Apartment,1821.0,4,3,3,21,25,0,East,Semi-Furnished,0,0.3,Jogging Track|Lift|Clubhouse,1,1,0,11599.49,21122670,211.23,2024-07-24,Resale,Under Construction
PROP00159,Bangalore,Koramangala,Independent House,1341.0,2,1,1,23,29,13,North-West,Unfurnished,2,0.2,Gym|Clubhouse,1,0,0,12648.94,16962232,169.62,2024-06-15,Resale,New Launch
PROP00160,Hyderabad,Secunderabad,Apartment,1326.0,3,3,3,29,34,12,North-West,Fully Furnished,1,0.8,Clubhouse|Swimming Pool|Jogging Track|Garden|Parking|Gym|Children Play Area|Security,0,0,1,10125.32,13426179,134.26,2024-01-05,Sale,New Launch
PROP00161,Delhi NCR,Dwarka,Apartment,948.0,1,1,0,26,34,1,East,Unfurnished,1,0.7,Gym|Children Play Area|Power Backup|Garden|Clubhouse|Security|Jogging Track,1,0,0,14030.34,13300767,133.01,2024-02-28,Sale,New Launch
PROP00162,Delhi NCR,Gurgaon,Apartment,1470.0,2,1,2,30,38,5,East,Fully Furnished,1,0.7,Power Backup|Garden|Security|Gym|Lift|Swimming Pool|Jogging Track,1,1,0,17501.58,25727324,257.27,2024-06-28,Resale,Ready to Move
PROP00163,Delhi NCR,Vasant Kunj,Apartment,1410.0,2,2,2,1,3,12,South,Unfurnished,0,1.0,Gym|Swimming Pool|Security|Lift|Parking|Children Play Area|Power Backup|Garden|Clubhouse|Jogging Track,0,0,0,10440.31,14720831,147.21,2024-01-15,Resale,Ready to Move
PROP00164,Hyderabad,Manikonda,Apartment,1626.0,2,2,2,18,27,16,North,Semi-Furnished,0,0.2,Clubhouse|Lift,0,1,0,7621.6,12392727,123.93,2023-01-20,Sale,Under Construction
PROP00165,Hyderabad,Kukatpally,Independent House,2242.0,4,3,3,2,12,3,South,Semi-Furnished,2,1.0,Clubhouse|Lift|Gym|Security|Garden|Children Play Area|Power Backup|Jogging Track|Swimming Pool|Parking,1,1,1,10529.12,23606278,236.06,2023-10-22,Resale,Under Construction
PROP00166,Pune,Wakad,Apartment,504.0,2,2,1,28,31,4,South,Semi-Furnished,2,1.0,Security|Children Play Area|Garden|Lift|Parking|Jogging Track|Swimming Pool|Gym|Clubhouse|Power Backup,0,1,1,8974.33,4523064,45.23,2023-10-23,Sale,Under Construction
PROP00167,Bangalore,Bellandur,Villa,3196.0,4,5,3,34,39,13,East,Semi-Furnished,0,0.2,Parking|Clubhouse,1,1,0,14673.33,46895957,468.96,2022-11-26,Resale,New Launch
PROP00168,Hyderabad,Hitech City,Villa,2287.0,3,3,1,34,35,11,South,Unfurnished,2,1.0,Power Backup|Children Play Area|Parking|Swimming Pool|Security|Clubhouse|Gym|Lift|Garden|Jogging Track,0,1,1,15929.9,36431672,364.32,2023-05-30,Sale,New Launch
PROP00169,Delhi NCR,Vasant Kunj,Independent House,1304.0,3,4,2,34,44,6,North-West,Fully Furnished,0,0.6,Lift|Clubhouse|Swimming Pool|Jogging Track|Parking|Security,0,1,0,13719.31,17889984,178.9,2023-06-26,Sale,Ready to Move
PROP00170,Bangalore,Electronic City,Apartment,1078.0,3,3,1,2,5,10,North-East,Unfurnished,2,0.6,Lift|Children Play Area|Garden|Gym|Jogging Track|Clubhouse,1,1,1,10947.09,11800967,118.01,2022-11-23,Resale,New Launch
PROP00171,Bangalore,Koramangala,Apartment,944.0,1,1,1,21,27,9,West,Fully Furnished,2,1.0,Lift|Children Play Area|Gym|Jogging Track|Garden|Clubhouse|Power Backup|Parking|Security|Swimming Pool,0,0,1,14508.09,13695638,136.96,2024-03-01,Resale,New Launch
PROP00172,Mumbai,Andheri,Penthouse,2482.0,3,3,3,31,32,9,North-West,Unfurnished,2,1.0,Swimming Pool|Jogging Track|Clubhouse|Parking|Security|Garden|Gym|Lift|Power Backup|Children Play Area,1,0,1,25966.03,64447698,644.48,2024-06-10,Sale,New Launch
PROP00173,Mumbai,Andheri,Apartment,598.0,2,2,0,5,7,1,West,Fully Furnished,1,1.0,Swimming Pool|Power Backup|Security|Children Play Area|Parking|Garden|Lift|Jogging Track|Clubhouse|Gym,1,1,1,24968.18,14930972,149.31,2022-04-04,Sale,Under Construction
PROP00174,Pune,Kharadi,Apartment,1788.0,1,2,1,5,10,24,South,Unfurnished,2,0.2,Lift|Clubhouse,1,1,0,5425.51,9700803,97.01,2023-08-28,Sale,Under Construction
PROP00175,Mumbai,Malad,Studio,491.0,1,1,0,7,8,0,North-East,Semi-Furnished,0,1.0,Children Play Area|Swimming Pool|Security|Jogging Track|Garden|Clubhouse|Parking|Power Backup|Gym|Lift,1,0,1,20594.04,10111672,101.12,2022-04-22,Resale,New Launch
PROP00176,Bangalore,Electronic City,Villa,3796.0,5,5,0,12,22,15,North,Unfurnished,1,0.5,Swimming Pool|Security|Jogging Track|Lift|Clubhouse,0,0,0,11524.69,43747706,437.48,2022-11-09,Resale,Under Construction
PROP00177,Pune,Baner,Apartment,914.0,2,1,0,27,32,11,West,Semi-Furnished,0,0.7,Lift|Jogging Track|Children Play Area|Clubhouse|Parking|Power Backup|Gym,1,0,1,7915.95,7235178,72.35,2023-02-07,Resale,New Launch
PROP00178,Delhi NCR,Noida,Independent House,2868.0,3,2,0,25,35,6,East,Semi-Furnished,1,1.0,Children Play Area|Lift|Clubhouse|Jogging Track|Power Backup|Swimming Pool|Parking|Gym|Security|Garden,0,1,1,20843.16,59778190,597.78,2022-12-06,Sale,Under Construction
PROP00179,Hyderabad,Kondapur,Independent House,2540.0,2,2,1,2,6,24,South,Unfurnished,1,0.6,Garden|Power Backup|Gym|Jogging Track|Swimming Pool|Security,0,0,0,6147.72,15615199,156.15,2022-03-23,Resale,Ready to Move
PROP00180,Mumbai,Kurla,Villa,3796.0,5,5,2,34,44,5,South,Semi-Furnished,1,0.7,Jogging Track|Swimming Pool|Security|Power Backup|Children Play Area|Lift|Parking,0,0,0,27264.91,103497617,1034.98,2022-01-14,Sale,Under Construction
PROP00181,Hyderabad,Banjara Hills,Apartment,2178.0,2,2,0,9,12,5,North,Semi-Furnished,2,0.3,Power Backup|Parking|Garden,1,0,0,12382.12,26968258,269.68,2024-09-08,Sale,New Launch
PROP00182,Hyderabad,Nallagandla,Apartment,1633.0,2,1,0,10,13,20,North-East,Unfurnished,2,0.4,Gym|Clubhouse|Security|Swimming Pool,0,1,0,5615.11,9169476,91.69,2023-03-20,Resale,New Launch
PROP00183,Pune,Kothrud,Apartment,835.0,1,1,0,11,21,21,North-East,Unfurnished,0,0.7,Lift|Swimming Pool|Power Backup|Jogging Track|Parking|Children Play Area|Gym,1,0,1,6192.78,5170968,51.71,2022-12-30,Resale,New Launch
PROP00184,Bangalore,JP Nagar,Apartment,729.0,2,1,0,30,33,19,North-East,Fully Furnished,1,0.8,Children Play Area|Parking|Garden|Jogging Track|Gym|Security|Power Backup|Lift,0,0,1,10008.3,7296054,72.96,2023-06-06,Resale,Ready to Move
PROP00185,Delhi NCR,Noida,Apartment,1690.0,3,4,3,16,20,0,North-West,Semi-Furnished,0,0.2,Jogging Track|Children Play Area,1,0,1,19325.44,32659998,326.6,2023-10-09,Resale,Under Construction
PROP00186,Hyderabad,Nallagandla,Villa,2588.0,4,4,2,34,41,18,North,Semi-Furnished,1,0.8,Power Backup|Parking|Lift|Swimming Pool|Clubhouse|Security|Jogging Track|Children Play Area,0,0,1,11291.32,29221942,292.22,2022-09-01,Sale,Under Construction
PROP00187,Mumbai,Bandra,Apartment,1633.0,2,3,1,21,30,19,North-West,Semi-Furnished,2,0.2,Clubhouse|Parking,1,1,1,24685.69,40311738,403.12,2024-08-23,Resale,Ready to Move
PROP00188,Hyderabad,Manikonda,Apartment,964.0,2,3,0,24,31,19,North-West,Semi-Furnished,1,0.2,Clubhouse|Lift,1,1,0,5989.55,5773922,57.74,2024-11-11,Sale,New Launch
PROP00189,Hyderabad,Hitech City,Apartment,1424.0,2,3,0,10,12,8,South,Unfurnished,1,0.8,Parking|Power Backup|Gym|Garden|Jogging Track|Lift|Security|Clubhouse,0,0,0,11590.13,16504352,165.04,2023-04-09,Sale,Under Construction
PROP00190,Pune,Hinjewadi,Apartment,1110.0,2,2,2,6,15,2,North-East,Unfurnished,2,0.3,Children Play Area|Security|Jogging Track,0,0,0,8022.84,8905347,89.05,2023-11-27,Resale,New Launch
PROP00191,Bangalore,Bellandur,Independent House,1507.0,2,2,0,16,18,12,North-West,Fully Furnished,2,0.5,Power Backup|Garden|Parking|Clubhouse|Security,1,0,1,9637.01,14522974,145.23,2024-03-28,Resale,Ready to Move
PROP00192,Bangalore,Indiranagar,Apartment,810.0,4,4,1,17,20,23,North-West,Fully Furnished,1,0.5,Lift|Power Backup|Children Play Area|Garden|Swimming Pool,1,1,1,11544.08,9350702,93.51,2023-05-27,Resale,Ready to Move
PROP00193,Mumbai,Powai,Penthouse,2829.0,4,5,3,0,9,1,South,Unfurnished,0,0.7,Lift|Security|Jogging Track|Swimming Pool|Children Play Area|Clubhouse|Power Backup,1,1,0,26029.98,73638824,736.39,2022-03-08,Resale,Under Construction
PROP00194,Delhi NCR,Dwarka,Apartment,1237.0,4,3,3,20,21,0,North-West,Unfurnished,0,0.3,Garden|Jogging Track|Security,0,1,0,12937.88,16004157,160.04,2023-12-04,Resale,Ready to Move
PROP00195,Bangalore,HSR Layout,Apartment,898.0,2,2,1,25,30,14,West,Semi-Furnished,1,0.5,Swimming Pool|Security|Power Backup|Children Play Area|Lift,1,1,1,10749.27,9652848,96.53,2022-01-20,Sale,Under Construction
PROP00196,Bangalore,Yelahanka,Apartment,1285.0,3,4,2,31,36,8,North-East,Fully Furnished,2,0.2,Parking|Swimming Pool,1,1,1,12242.12,15731123,157.31,2024-09-02,Sale,Under Construction
PROP00197,Mumbai,Navi Mumbai,Apartment,516.0,3,4,2,22,23,13,East,Unfurnished,1,0.5,Jogging Track|Children Play Area|Clubhouse|Parking|Lift,0,0,0,19682.71,10156278,101.56,2024-02-20,Resale,Under Construction
PROP00198,Bangalore,Indiranagar,Independent House,1546.0,3,4,2,26,36,18,South,Fully Furnished,0,0.3,Swimming Pool|Clubhouse|Garden,0,0,0,11590.55,17918983,179.19,2023-07-02,Resale,Under Construction
PROP00199,Delhi NCR,Greater Noida,Independent House,1068.0,2,3,1,26,29,5,East,Unfurnished,0,0.5,Security|Swimming Pool|Power Backup|Children Play Area|Lift,1,1,0,15027.16,16049009,160.49,2022-02-23,Resale,New Launch
PROP00200,Mumbai,Powai,Apartment,566.0,3,4,1,5,12,9,West,Unfurnished,0,0.6,Lift|Clubhouse|Children Play Area|Security|Swimming Pool|Gym,0,0,0,19083.39,10801196,108.01,2023-07-12,Resale,Ready to Move
PROP00201,Pune,Baner,Villa,3154.0,4,4,3,33,42,9,North,Semi-Furnished,1,0.5,Swimming Pool|Lift|Security|Clubhouse|Power Backup,1,0,1,9183.43,28964530,289.65,2022-10-07,Resale,Under Construction
PROP00202,Bangalore,Whitefield,Villa,3096.0,3,3,3,19,20,24,South,Fully Furnished,2,0.5,Gym|Children Play Area|Garden|Swimming Pool|Power Backup,0,0,1,14716.82,45563268,455.63,2022-12-01,Resale,Under Construction
PROP00203,Hyderabad,Banjara Hills,Apartment,1452.0,2,1,2,17,22,20,North-West,Semi-Furnished,0,0.6,Parking|Power Backup|Swimming Pool|Lift|Jogging Track|Clubhouse,0,0,0,8949.14,12994147,129.94,2024-10-04,Sale,Under Construction
PROP00204,Hyderabad,Hitech City,Studio,539.0,1,1,0,6,11,8,West,Semi-Furnished,0,0.2,Power Backup|Swimming Pool,1,0,1,9481.84,5110712,51.11,2023-12-02,Resale,Under Construction
PROP00205,Mumbai,Borivali,Studio,392.0,1,1,0,21,23,24,West,Unfurnished,0,0.8,Swimming Pool|Children Play Area|Lift|Jogging Track|Parking|Clubhouse|Power Backup|Gym,1,0,0,14174.12,5556255,55.56,2022-03-10,Sale,Under Construction
PROP00206,Mumbai,Powai,Apartment,480.0,4,3,3,24,29,10,West,Semi-Furnished,0,0.2,Children Play Area|Jogging Track,0,0,0,14834.19,7120409,71.2,2022-04-17,Sale,Ready to Move
PROP00207,Hyderabad,Nallagandla,Apartment,1230.0,4,3,2,7,14,25,West,Unfurnished,2,0.2,Jogging Track|Lift,1,0,1,4799.03,5902803,59.03,2024-10-20,Sale,New Launch
PROP00208,Bangalore,Yelahanka,Apartment,1271.0,3,3,1,34,36,4,South,Unfurnished,0,1.0,Garden|Lift|Power Backup|Gym|Jogging Track|Children Play Area|Clubhouse|Security|Parking|Swimming Pool,0,0,0,11842.37,15051648,150.52,2024-09-30,Sale,New Launch
PROP00209,Hyderabad,Begumpet,Apartment,1218.0,2,2,1,35,38,2,North-East,Unfurnished,1,0.6,Security|Children Play Area|Garden|Power Backup|Gym|Jogging Track,1,1,0,9716.48,11834667,118.35,2023-05-05,Resale,New Launch
